Ticker;Datetime;Close;Volume
VNM;20091231;10,9587;303560
VNM;20100104;11,4701;522570
VNM;20100105;11,9815;788950
VNM;20100106;12,0546;320220
VNM;20100107;11,6893;165310
VNM;20100108;11,324;391270
VNM;20100111;11,1779;270860
VNM;20100112;10,8126;362150
VNM;20100113;11,1048;351930
VNM;20100114;11,1048;175250
VNM;20100115;10,8126;241100
VNM;20100118;10,3742;264810
VNM;20100119;10,8856;281670
VNM;20100120;11,397;606070
VNM;20100121;11,1048;547510
VNM;20100122;11,1048;259390
VNM;20100125;11,397;254610
VNM;20100126;11,9085;620490
VNM;20100127;11,397;560860
VNM;20100128;11,397;163980
VNM;20100129;11,324;337550
VNM;20100201;11,8354;258050
VNM;20100202;11,9815;713690
VNM;20100203;12,566;1539620
VNM;20100204;13,0043;1188140
VNM;20100205;12,4199;551100
VNM;20100208;12,4199;246070
VNM;20100209;11,8354;1991740
VNM;20100210;12,4199;615590
VNM;20100211;13,0043;1382690
VNM;20100212;13,2235;1058090
VNM;20100222;13,0774;640640
VNM;20100223;12,639;542830
VNM;20100224;12,7851;435280
VNM;20100225;13,0065;591140
VNM;20100226;12,5631;964030
VNM;20100301;12,5631;314070
VNM;20100302;12,4892;371080
VNM;20100303;12,7848;182040
VNM;20100304;12,9326;423030
VNM;20100305;13,0065;257150
VNM;20100308;13,1543;328580
VNM;20100309;13,5238;1059570
VNM;20100310;13,2282;142590
VNM;20100311;13,1543;114560
VNM;20100312;13,1543;104640
VNM;20100315;13,1543;200590
VNM;20100316;12,9326;123000
VNM;20100317;12,9326;83710
VNM;20100318;13,0065;66490
VNM;20100319;12,8587;46770
VNM;20100322;12,7848;54750
VNM;20100323;12,637;76950
VNM;20100324;12,7109;70370
VNM;20100325;12,7109;70870
VNM;20100326;12,637;130230
VNM;20100329;12,7109;143530
VNM;20100330;12,4892;158730
VNM;20100331;12,5631;118610
VNM;20100401;12,637;187970
VNM;20100402;12,7848;106910
VNM;20100405;12,9326;103910
VNM;20100406;12,8587;218490
VNM;20100407;12,7848;234320
VNM;20100408;12,9348;214670
VNM;20100409;12,9348;162060
VNM;20100412;13,1591;250280
VNM;20100413;13,1591;391070
VNM;20100414;13,1591;206310
VNM;20100415;13,3087;158020
VNM;20100416;13,2339;96740
VNM;20100419;13,2339;240970
VNM;20100420;13,2339;162870
VNM;20100421;13,1591;119140
VNM;20100422;13,1591;117050
VNM;20100426;13,3834;260840
VNM;20100427;13,9068;676730
VNM;20100428;14,0563;398620
VNM;20100429;14,0563;251870
VNM;20100504;13,9068;177180
VNM;20100505;13,832;219490
VNM;20100506;13,832;209680
VNM;20100507;13,6825;283240
VNM;20100510;13,533;221640
VNM;20100511;13,7573;118430
VNM;20100512;13,6077;198420
VNM;20100513;13,6825;57080
VNM;20100514;13,7573;117740
VNM;20100517;13,6077;106480
VNM;20100518;13,6077;79010
VNM;20100519;13,3834;241580
VNM;20100520;13,4582;272360
VNM;20100521;13,0844;214660
VNM;20100524;13,2339;162620
VNM;20100525;13,3087;70580
VNM;20100526;13,3834;88640
VNM;20100527;13,3087;51500
VNM;20100528;13,4582;130340
VNM;20100531;13,2339;58970
VNM;20100601;13,3087;82740
VNM;20100602;13,2339;223120
VNM;20100603;13,3834;128860
VNM;20100604;13,4582;103320
VNM;20100607;13,1591;270460
VNM;20100608;13,1591;73450
VNM;20100609;13,3834;76840
VNM;20100610;13,4582;43820
VNM;20100611;13,4582;208230
VNM;20100614;13,4582;51320
VNM;20100615;13,3834;46660
VNM;20100616;13,4582;42730
VNM;20100617;13,3834;44250
VNM;20100618;13,3834;43680
VNM;20100621;13,3834;72460
VNM;20100622;13,3834;61680
VNM;20100623;13,533;136740
VNM;20100624;13,6077;95000
VNM;20100625;13,6077;65690
VNM;20100628;13,533;120260
VNM;20100629;13,533;56160
VNM;20100630;13,4582;106670
VNM;20100701;13,6077;125970
VNM;20100702;13,6825;103090
VNM;20100705;13,6077;47090
VNM;20100706;13,6077;90400
VNM;20100707;13,6077;43750
VNM;20100708;13,6077;76850
VNM;20100709;13,6077;70390
VNM;20100712;13,6825;38490
VNM;20100713;13,7573;61150
VNM;20100714;13,7573;100580
VNM;20100715;13,7573;48800
VNM;20100716;13,832;39150
VNM;20100719;13,832;62020
VNM;20100720;13,9068;127800
VNM;20100721;13,9816;77860
VNM;20100722;13,832;34060
VNM;20100723;13,7573;39200
VNM;20100726;13,7573;77420
VNM;20100727;13,7573;56320
VNM;20100728;13,6825;159210
VNM;20100729;13,6825;45050
VNM;20100730;13,6825;53050
VNM;20100802;13,6077;70110
VNM;20100803;13,6825;95750
VNM;20100804;13,6825;103130
VNM;20100805;13,7573;67940
VNM;20100806;13,6825;64800
VNM;20100809;13,6077;93970
VNM;20100810;13,6077;147420
VNM;20100811;13,6825;64660
VNM;20100812;13,4582;156750
VNM;20100813;13,8444;232020
VNM;20100816;13,9991;29170
VNM;20100817;13,8444;50450
VNM;20100818;13,6898;34750
VNM;20100819;13,6898;32560
VNM;20100820;13,7671;13660
VNM;20100823;13,6898;7880
VNM;20100824;13,4577;46050
VNM;20100825;13,3804;74930
VNM;20100826;13,3804;45190
VNM;20100827;13,4577;20430
VNM;20100830;13,6898;22350
VNM;20100831;13,7671;70430
VNM;20100901;13,6898;27940
VNM;20100906;13,6898;33920
VNM;20100907;13,6124;37150
VNM;20100908;13,6124;43550
VNM;20100909;13,6898;21730
VNM;20100910;13,6898;83710
VNM;20100913;13,6898;10820
VNM;20100914;13,6898;36520
VNM;20100915;13,6898;21860
VNM;20100916;13,6898;44870
VNM;20100917;13,7671;39810
VNM;20100920;13,7671;48980
VNM;20100921;13,7671;39230
VNM;20100922;13,7671;23130
VNM;20100923;13,6898;55410
VNM;20100924;13,6124;38170
VNM;20100927;13,6898;33560
VNM;20100928;13,6898;16570
VNM;20100929;13,6898;34830
VNM;20100930;13,6898;21220
VNM;20101001;13,6898;8270
VNM;20101004;13,5351;38230
VNM;20101005;13,4577;19720
VNM;20101006;13,6124;35350
VNM;20101007;13,5351;23270
VNM;20101008;13,6124;16050
VNM;20101011;13,6898;24700
VNM;20101012;13,6898;21200
VNM;20101013;13,6898;28790
VNM;20101014;13,7671;15340
VNM;20101015;13,6898;83480
VNM;20101018;13,6898;15240
VNM;20101019;13,6124;91510
VNM;20101020;13,4577;105630
VNM;20101021;13,5351;48370
VNM;20101022;13,5351;43050
VNM;20101025;13,5351;31540
VNM;20101026;13,5351;33970
VNM;20101027;13,3804;47890
VNM;20101028;13,4577;10870
VNM;20101029;13,4577;48760
VNM;20101101;13,3804;27100
VNM;20101102;13,3804;38740
VNM;20101103;13,3804;50860
VNM;20101104;13,3804;79540
VNM;20101105;13,3804;61840
VNM;20101108;13,303;75230
VNM;20101109;13,2257;65590
VNM;20101110;13,2257;33400
VNM;20101111;13,1484;33700
VNM;20101112;12,9937;54830
VNM;20101115;12,9163;58350
VNM;20101116;12,7616;66320
VNM;20101117;12,9163;45640
VNM;20101118;13,071;29250
VNM;20101119;12,9937;47790
VNM;20101122;12,9937;33400
VNM;20101123;12,9937;15310
VNM;20101124;13,071;10280
VNM;20101125;13,071;7930
VNM;20101126;13,071;12010
VNM;20101129;13,071;22740
VNM;20101130;13,071;31830
VNM;20101201;12,9937;24450
VNM;20101202;13,071;28410
VNM;20101203;13,1484;52800
VNM;20101206;13,071;35070
VNM;20101207;13,071;32490
VNM;20101208;12,9937;30360
VNM;20101209;13,2257;45780
VNM;20101210;13,303;39800
VNM;20101213;13,6124;52730
VNM;20101214;13,4577;39360
VNM;20101215;13,3804;17900
VNM;20101216;13,303;21920
VNM;20101217;13,1484;59800
VNM;20101220;13,2257;28330
VNM;20101221;13,3804;56180
VNM;20101222;13,303;16810
VNM;20101223;13,2257;15090
VNM;20101224;13,1484;27000
VNM;20101227;13,2257;15330
VNM;20101228;13,1484;36050
VNM;20101229;13,303;11030
VNM;20101230;13,303;5290
VNM;20101231;13,303;31120
VNM;20110104;13,2257;26910
VNM;20110105;13,1484;12590
VNM;20110106;13,1484;47110
VNM;20110107;13,1484;13580
VNM;20110110;13,2257;27120
VNM;20110111;13,2257;16560
VNM;20110112;13,2257;11280
VNM;20110113;13,2257;45060
VNM;20110114;13,303;17220
VNM;20110117;13,2257;37620
VNM;20110118;13,2257;22280
VNM;20110119;13,2257;36620
VNM;20110120;13,8444;237610
VNM;20110121;14,4632;332480
VNM;20110124;15,1593;713730
VNM;20110125;14,8499;192590
VNM;20110126;14,3085;232080
VNM;20110127;14,3085;117530
VNM;20110128;14,4632;73970
VNM;20110208;14,4632;95990
VNM;20110209;14,1538;162810
VNM;20110210;14,1538;132900
VNM;20110211;14,3085;35170
VNM;20110214;14,1538;53010
VNM;20110215;14,2312;56040
VNM;20110216;14,2312;46710
VNM;20110217;14,1538;53440
VNM;20110218;13,9218;130160
VNM;20110221;13,4577;183670
VNM;20110222;13,3804;128830
VNM;20110223;13,5351;69450
VNM;20110224;13,4577;181070
VNM;20110225;13,6898;29460
VNM;20110228;13,6898;48160
VNM;20110301;13,6898;33310
VNM;20110302;13,4577;54630
VNM;20110303;13,5351;35200
VNM;20110304;13,6124;45380
VNM;20110307;13,7671;74320
VNM;20110308;14,3859;147330
VNM;20110309;14,2312;100250
VNM;20110310;14,2312;76330
VNM;20110311;14,2312;84430
VNM;20110314;14,0765;74990
VNM;20110315;13,8444;116260
VNM;20110316;13,8444;55610
VNM;20110317;13,8444;71250
VNM;20110318;14,2312;56490
VNM;20110321;14,2312;79290
VNM;20110322;14,3085;127980
VNM;20110323;14,7726;307480
VNM;20110324;14,6179;121380
VNM;20110325;14,6179;109040
VNM;20110328;14,5405;66650
VNM;20110329;14,4632;125060
VNM;20110330;14,3859;71380
VNM;20110331;14,2312;70040
VNM;20110401;14,6179;126620
VNM;20110404;15,1593;404480
VNM;20110405;14,6179;412290
VNM;20110406;14,7726;102230
VNM;20110407;14,7726;61300
VNM;20110408;14,9273;115640
VNM;20110413;14,8499;84540
VNM;20110414;14,6952;50140
VNM;20110415;14,6179;43550
VNM;20110418;14,4632;48910
VNM;20110419;14,4632;29660
VNM;20110420;14,6179;51790
VNM;20110421;14,6952;69590
VNM;20110422;14,6952;36080
VNM;20110425;14,8499;37690
VNM;20110426;15,0819;147250
VNM;20110427;15,778;395560
VNM;20110428;16,2421;392210
VNM;20110429;16,2421;89040
VNM;20110504;16,7061;215760
VNM;20110505;16,5515;135900
VNM;20110506;16,5515;222710
VNM;20110509;16,7061;128850
VNM;20110510;16,8608;64080
VNM;20110511;17,6343;207690
VNM;20110512;17,6343;88210
VNM;20110513;17,3249;90260
VNM;20110516;17,0155;125680
VNM;20110517;17,4796;171320
VNM;20110518;17,6343;144330
VNM;20110519;17,4796;104890
VNM;20110520;16,7061;334050
VNM;20110523;15,9327;377510
VNM;20110524;15,1593;394970
VNM;20110525;14,4632;304800
VNM;20110526;15,1593;269540
VNM;20110527;15,778;102480
VNM;20110530;15,1593;89320
VNM;20110531;15,778;78660
VNM;20110601;16,2421;135660
VNM;20110602;16,2421;141980
VNM;20110603;15,778;108310
VNM;20110606;15,314;100820
VNM;20110607;15,9327;191290
VNM;20110608;16,0874;62420
VNM;20110609;16,0874;49090
VNM;20110610;16,0874;95480
VNM;20110613;16,2421;205940
VNM;20110614;16,3968;117440
VNM;20110615;16,2421;95850
VNM;20110616;16,2421;18610
VNM;20110617;16,3968;31690
VNM;20110620;16,3968;59140
VNM;20110621;17,1702;187080
VNM;20110622;17,1702;234510
VNM;20110623;17,0155;66850
VNM;20110624;17,0155;99330
VNM;20110627;17,4796;268890
VNM;20110628;17,0155;78210
VNM;20110629;17,0155;82490
VNM;20110630;16,8608;44530
VNM;20110701;17,0155;30150
VNM;20110704;17,4796;52080
VNM;20110705;17,789;85730
VNM;20110706;17,789;38950
VNM;20110707;17,789;37050
VNM;20110708;17,789;17190
VNM;20110711;17,6343;15590
VNM;20110712;17,6343;37450
VNM;20110713;17,4796;30440
VNM;20110714;17,3249;34560
VNM;20110715;17,4796;27510
VNM;20110718;17,4796;21420
VNM;20110719;17,4796;28770
VNM;20110720;17,4796;29440
VNM;20110721;17,6343;15450
VNM;20110722;17,6343;3970
VNM;20110725;17,789;23370
VNM;20110726;17,789;32750
VNM;20110727;17,6343;42070
VNM;20110728;17,6343;73650
VNM;20110729;17,789;18760
VNM;20110801;17,6343;21910
VNM;20110802;17,6343;35470
VNM;20110803;17,6343;50780
VNM;20110804;17,6343;41060
VNM;20110805;17,789;17830
VNM;20110808;17,6343;16470
VNM;20110809;17,4796;110330
VNM;20110810;17,789;26260
VNM;20110811;17,789;29230
VNM;20110812;17,789;48290
VNM;20110815;17,789;29920
VNM;20110816;17,9436;26720
VNM;20110817;18,0983;14410
VNM;20110818;18,0983;44210
VNM;20110819;18,0983;14390
VNM;20110822;18,0983;38740
VNM;20110823;18,253;17350
VNM;20110824;18,4077;24840
VNM;20110825;18,4077;13780
VNM;20110826;18,5624;10570
VNM;20110829;18,8718;29470
VNM;20110830;19,4905;27280
VNM;20110831;19,4905;33460
VNM;20110901;19,7999;52200
VNM;20110905;19,6452;36040
VNM;20110906;19,7999;34500
VNM;20110907;20,1093;49590
VNM;20110908;20,2639;22370
VNM;20110909;20,2639;13860
VNM;20110912;20,5733;36180
VNM;20110913;20,5725;29770
VNM;20110914;19,9444;71230
VNM;20110915;19,7873;38280
VNM;20110916;19,7873;9340
VNM;20110919;19,9444;16810
VNM;20110920;20,1014;11080
VNM;20110921;20,4155;18650
VNM;20110922;20,2584;27750
VNM;20110923;20,2584;25360
VNM;20110926;19,9444;16220
VNM;20110927;19,9444;31660
VNM;20110928;20,1014;26870
VNM;20110929;19,7873;20480
VNM;20110930;19,6303;84360
VNM;20111003;19,7873;39150
VNM;20111004;19,6303;11840
VNM;20111005;19,7873;4760
VNM;20111006;20,1014;42090
VNM;20111007;20,4155;63870
VNM;20111010;20,2584;23710
VNM;20111011;20,1014;28970
VNM;20111012;19,9444;30310
VNM;20111013;19,9444;5220
VNM;20111014;20,1014;8620
VNM;20111017;19,9444;12340
VNM;20111018;19,9444;11450
VNM;20111019;19,7873;9190
VNM;20111020;19,9444;17960
VNM;20111021;20,1014;13840
VNM;20111024;19,9444;16980
VNM;20111025;19,9444;17430
VNM;20111026;19,7873;17120
VNM;20111027;19,9444;8320
VNM;20111028;20,1014;36340
VNM;20111031;19,9444;23610
VNM;20111101;19,9444;13390
VNM;20111102;20,8866;77830
VNM;20111103;21,2007;27160
VNM;20111104;21,9859;89310
VNM;20111107;22,6141;64240
VNM;20111108;22,6141;39610
VNM;20111109;22,3;49630
VNM;20111110;21,6718;65310
VNM;20111111;21,6718;39150
VNM;20111114;21,9859;29330
VNM;20111115;21,8289;37950
VNM;20111116;21,8289;24020
VNM;20111117;21,3577;67630
VNM;20111118;21,3577;44820
VNM;20111121;22,3;110960
VNM;20111122;22,3;14750
VNM;20111123;22,3;18580
VNM;20111124;21,6718;42920
VNM;20111125;21,5148;137680
VNM;20111128;21,3577;144480
VNM;20111129;21,7885;97420
VNM;20111130;21,553;62840
VNM;20111201;21,553;53290
VNM;20111202;21,553;25460
VNM;20111205;21,6707;29060
VNM;20111206;21,6707;51160
VNM;20111207;21,6707;28330
VNM;20111208;21,6707;31310
VNM;20111209;21,6707;39340
VNM;20111212;21,553;63750
VNM;20111213;21,1996;61730
VNM;20111214;21,0819;38580
VNM;20111215;21,1996;51420
VNM;20111216;21,3174;15010
VNM;20111219;21,553;24600
VNM;20111220;21,6707;46580
VNM;20111221;21,6707;27170
VNM;20111222;21,3174;41350
VNM;20111223;21,0819;24780
VNM;20111226;20,9641;37980
VNM;20111227;20,9641;28240
VNM;20111228;21,0819;25500
VNM;20111229;20,9641;18900
VNM;20111230;20,3752;123160
VNM;20120103;19,9041;122220
VNM;20120104;19,433;113820
VNM;20120105;18,7263;157620
VNM;20120106;18,9619;81310
VNM;20120109;19,0797;28260
VNM;20120110;19,0797;33380
VNM;20120111;19,0797;34870
VNM;20120112;19,0797;24450
VNM;20120113;19,3152;47950
VNM;20120116;19,9041;86260
VNM;20120117;20,0219;83290
VNM;20120118;19,9041;51380
