,Step,Balance,Shares_held,Total_sold,Prime_cost,Total_sales,net_worth,Max_net_worth,Min_net_worth,Profit
50,442,20054077.718343597,860227,1037654,18.491926505995384,19898858.1,37210789.0971436,37838191.14876731,17634300.0,19576489.097143598
51,443,20054077.718343597,860227,1037654,18.491926505995384,19898858.1,37345844.736143604,37838191.14876731,17634300.0,19711544.736143604
52,444,20909332.820978396,817216,1080665,18.491926505995384,20756686.6884,37208215.6113784,37838191.14876731,17634300.0,19573915.6113784
53,445,19861776.386371195,869635,1080665,19.69411535947989,20756686.6884,37206124.680371195,37838191.14876731,17634300.0,19571824.680371195
54,446,20719566.862897296,826154,1124146,19.69411535947989,21617058.2797,37066923.907097295,37838191.14876731,17634300.0,19432623.907097295
55,447,21540938.663704894,784847,1165453,19.69411535947989,22440901.6105,37194241.1705049,37838191.14876731,17634300.0,19559941.170504898
56,448,22327391.345088493,745605,1204695,19.69411535947989,23229720.7493,37315095.69208849,37838191.14876731,17634300.0,19680795.692088492
57,449,23068687.995392494,708325,1241975,19.69411535947989,23973247.9813,37195805.1253925,37838191.14876731,17634300.0,19561505.125392497
58,450,21912956.605510894,766157,1241975,21.199582960506834,23973247.9813,37193498.27631089,37838191.14876731,17634300.0,19559198.27631089
59,451,21912956.605510894,766157,1241975,21.199582960506834,23973247.9813,37073135.011610895,37838191.14876731,17634300.0,19438835.011610895
60,452,21912956.605510894,766157,1241975,21.199582960506834,23973247.9813,37193498.27631089,37838191.14876731,17634300.0,19559198.27631089
61,453,20815118.403294094,820663,1241975,22.534658269616664,23973247.9813,37311593.6314941,37838191.14876731,17634300.0,19677293.631494097
62,454,20815118.403294094,820663,1241975,22.534658269616664,23973247.9813,37182749.5404941,37838191.14876731,17634300.0,19548449.5404941
63,455,19772298.245132495,872845,1241975,23.727010498019187,23973247.9813,37180668.063132495,37838191.14876731,17634300.0,19546368.063132495
64,456,20681096.643340897,829203,1285617,23.727010498019187,24884780.9785,38000328.02314089,38000328.02314089,17634300.0,20366028.023140892
65,457,19644985.6156573,877977,1285617,24.904766796646598,24884780.9785,38258712.599557295,38258712.599557295,17634300.0,20624412.599557295
66,458,20607227.2427427,834079,1329515,24.904766796646598,25849918.0167,38945204.7288427,38945204.7288427,17634300.0,21310904.728842698
67,459,20607227.2427427,834079,1329515,24.904766796646598,25849918.0167,39469173.1566427,39469173.1566427,17634300.0,21834873.156642698
68,460,20607227.2427427,834079,1329515,24.904766796646598,25849918.0167,39469173.1566427,39469173.1566427,17634300.0,21834873.156642698
69,461,19574817.3443427,880283,1329515,26.075241746179874,25849918.0167,39205128.2443427,39469173.1566427,17634300.0,21570828.2443427
70,462,20525818.361727104,836269,1373529,26.075241746179874,26803780.6219,38649272.875927106,39469173.1566427,17634300.0,21014972.875927106
71,463,20525818.361727104,836269,1373529,26.075241746179874,26803780.6219,38649272.875927106,39469173.1566427,17634300.0,21014972.875927106
72,464,20525818.361727104,836269,1373529,26.075241746179874,26803780.6219,38911944.968827106,39469173.1566427,17634300.0,21277644.968827106
73,465,19497480.056760103,883284,1373529,27.237139542924748,26803780.6219,38778598.164360106,39469173.1566427,17634300.0,21144298.164360106
74,466,20458639.441741303,839120,1417693,27.237139542924748,27767832.1615,38775706.00974131,39469173.1566427,17634300.0,21141406.009741306
75,467,21352034.851957705,797164,1459649,27.237139542924748,28663915.8227,38377624.414757706,39469173.1566427,17634300.0,20743324.414757706
76,468,21352034.851957705,797164,1459649,27.237139542924748,28663915.8227,38377624.414757706,39469173.1566427,17634300.0,20743324.414757706
77,469,20282309.471557707,845038,1459649,28.500503083972607,28663915.8227,39126656.87155771,39469173.1566427,17634300.0,21492356.871557713
78,470,21221680.17965771,802787,1501900,28.500503083972607,29606113.122700002,39123830.27965771,39469173.1566427,17634300.0,21489530.279657707
79,471,22114094.580557708,762648,1542039,28.500503083972607,30501212.8227,39121144.98055771,39469173.1566427,17634300.0,21486844.98055771
80,472,22114094.580557708,762648,1542039,28.500503083972607,30501212.8227,38642049.50695771,39469173.1566427,17634300.0,21007749.50695771
81,473,21006194.60175451,814040,1542039,29.85877614377311,30501212.8227,38520102.39375451,39469173.1566427,17634300.0,20885802.393754512
82,474,19953786.37362871,863217,1542039,31.07551262243375,30501212.8227,38390116.09452871,39469173.1566427,17634300.0,20755816.094528712
83,475,19953786.37362871,863217,1542039,31.07551262243375,30501212.8227,38761989.97812871,39469173.1566427,17634300.0,21127689.97812871
84,476,20881223.17118871,820057,1585199,31.07551262243375,31431440.3027,38555911.69218871,39469173.1566427,17634300.0,20921611.69218871
85,477,21762288.128870707,779055,1626201,31.07551262243375,32315156.4087,38553260.5438707,39469173.1566427,17634300.0,20918960.543870702
86,478,21762288.128870707,779055,1626201,31.07551262243375,32315156.4087,38553260.5438707,39469173.1566427,17634300.0,20918960.543870702
87,479,21762288.128870707,779055,1626201,31.07551262243375,32315156.4087,38644955.317370705,39469173.1566427,17634300.0,21010655.317370705
88,480,22603872.883951508,740103,1665153,31.07551262243375,33159273.515100002,38642422.966051504,39469173.1566427,17634300.0,21008122.966051504
89,481,22603872.883951508,740103,1665153,31.07551262243375,33159273.515100002,38642422.966051504,39469173.1566427,17634300.0,21008122.966051504
90,482,23403391.364691008,703098,1702158,31.07551262243375,33961197.7686,38640017.19329101,39469173.1566427,17634300.0,21005717.19329101
91,483,23403391.364691008,703098,1702158,31.07551262243375,33961197.7686,38640017.19329101,39469173.1566427,17634300.0,21005717.19329101
92,484,22230895.577739008,757390,1702158,32.62049668084487,33961197.7686,38554922.24773901,39469173.1566427,17634300.0,20920622.24773901
93,485,22230895.577739008,757390,1702158,32.62049668084487,33961197.7686,38287260.62173901,39469173.1566427,17634300.0,20652960.621739008
94,486,23026850.997425705,719521,1740027,32.62049668084487,34759548.239700004,38195720.76732571,39469173.1566427,17634300.0,20561420.767325707
95,487,23026850.997425705,719521,1740027,32.62049668084487,34759548.239700004,38280408.3890257,39469173.1566427,17634300.0,20646108.389025703
96,488,21873216.877912506,773530,1740027,34.10890883887365,34759548.239700004,38362865.299912505,39469173.1566427,17634300.0,20728565.299912505
97,489,22704299.95442851,734854,1778703,34.10890883887365,35593132.067700006,38542608.21642851,39469173.1566427,17634300.0,20908308.21642851
98,490,22704299.95442851,734854,1778703,34.10890883887365,35593132.067700006,38629100.53222851,39469173.1566427,17634300.0,20994800.532228507
99,491,22704299.95442851,734854,1778703,34.10890883887365,35593132.067700006,38629100.53222851,39469173.1566427,17634300.0,20994800.532228507
100,492,23485194.133496106,698112,1815445,34.10890883887365,36376375.97850001,38367126.88229611,39469173.1566427,17634300.0,20732826.882296108
101,493,24218850.261837605,663207,1850350,34.10890883887365,37112239.69800001,38200513.915137604,39469173.1566427,17634300.0,20566213.915137604
102,494,24911934.30916961,630047,1883510,34.10890883887365,37807409.25400001,38120302.62186961,39469173.1566427,17634300.0,20486002.62186961
103,495,23663861.14366661,689462,1883510,35.915508769689275,37807409.25400001,38117811.45786661,39469173.1566427,17634300.0,20483511.45786661
104,496,24388437.21335051,654989,1917983,35.915508769689275,38534165.592700005,38196849.81245051,39469173.1566427,17634300.0,20562549.812450513
105,497,24388437.21335051,654989,1917983,35.915508769689275,38534165.592700005,38119692.108250506,39469173.1566427,17634300.0,20485392.108250506
106,498,25053702.83587611,622240,1950732,35.915508769689275,39201433.017500006,37731967.283876106,39469173.1566427,17634300.0,20097667.283876106
107,499,23798513.029400907,685176,1950732,37.74377543051803,39201433.017500006,37436324.65100091,39469173.1566427,17634300.0,19802024.65100091
108,500,24462251.53625891,650918,1984990,37.74377543051803,39867168.73150001,37111541.03025891,39469173.1566427,17634300.0,19477241.03025891
109,501,23236697.03518991,716233,1984990,39.45147150777222,39867168.73150001,36649091.06308991,39469173.1566427,17634300.0,19014791.063089907
110,502,22072539.83131631,777505,1984990,40.94578155954037,39867168.73150001,36815511.89081631,39469173.1566427,17634300.0,19181211.89081631
111,503,22812037.99880381,738630,2023865,40.94578155954037,40608892.069000006,36904876.809803806,39469173.1566427,17634300.0,19270576.809803806
112,504,21669172.363871813,798410,2023865,42.37435142464727,40608892.069000006,36902595.64087181,39469173.1566427,17634300.0,19268295.640871808
113,505,20583564.717842814,855195,2023865,43.64124466478549,40608892.069000006,36900428.75934281,39469173.1566427,17634300.0,19266128.759342812
114,506,20583564.717842814,855195,2023865,43.64124466478549,40608892.069000006,36900428.75934281,39469173.1566427,17634300.0,19266128.759342812
115,507,19552334.57263961,908478,2023865,44.77409741587027,40608892.069000006,37099768.83823961,39469173.1566427,17634300.0,19465468.83823961
116,508,18572769.57748841,957594,2023865,45.794999568139396,40608892.069000006,37632816.31288841,39469173.1566427,17634300.0,19998516.312888414
117,509,19528522.24193811,909715,2071744,45.794999568139396,41567520.619100004,37742745.00043811,39469173.1566427,17634300.0,20108445.00043811
118,510,18550153.881278913,958771,2071744,46.81340284650305,41567520.619100004,37633627.74237891,39469173.1566427,17634300.0,19999327.742378913
119,511,17620804.396687713,1005095,2071744,47.73619571245105,41567520.619100004,37744715.97718771,39469173.1566427,17634300.0,20110415.977187708
120,512,16738007.244122913,1049359,2071744,48.57578929520014,41567520.619100004,37624553.716022916,39469173.1566427,17634300.0,19990253.716022916
121,513,16738007.244122913,1049359,2071744,48.57578929520014,41567520.619100004,37748168.206222914,39469173.1566427,17634300.0,20113868.206222914
122,514,15899439.489990514,1090672,2071744,49.34310886166925,41567520.619100004,37993618.46279052,39469173.1566427,17634300.0,20359318.46279052
123,515,15899439.489990514,1090672,2071744,49.34310886166925,41567520.619100004,38122099.62439051,39469173.1566427,17634300.0,20487799.624390513
124,516,15899439.489990514,1090672,2071744,49.34310886166925,41567520.619100004,38507434.04199052,39469173.1566427,17634300.0,20873134.04199052
125,517,15899439.489990514,1090672,2071744,49.34310886166925,41567520.619100004,38379061.947590515,39469173.1566427,17634300.0,20744761.947590515
126,518,15102885.105078513,1129464,2071744,50.046951087716295,41567520.619100004,38248990.857078515,39469173.1566427,17634300.0,20614690.857078515
127,519,14346248.788950514,1166312,2071744,50.694398823828074,41567520.619100004,38247480.60495052,39469173.1566427,17634300.0,20613180.604950517
128,520,15544561.834544515,1107997,2130059,50.694398823828074,42769439.421100006,38381266.402144514,39469173.1566427,17634300.0,20746966.402144514
129,521,15544561.834544515,1107997,2130059,50.694398823828074,42769439.421100006,38642199.69564451,39469173.1566427,17634300.0,21007899.695644513
130,522,15544561.834544515,1107997,2130059,50.694398823828074,42769439.421100006,38381266.402144514,39469173.1566427,17634300.0,20746966.402144514
131,523,14765789.881508516,1145923,2130059,51.37264467280745,42769439.421100006,38249189.92050852,39469173.1566427,17634300.0,20614889.92050852
132,524,14765789.881508516,1145923,2130059,51.37264467280745,42769439.421100006,38384179.64990852,39469173.1566427,17634300.0,20749879.64990852
133,525,15949887.037100516,1088627,2187355,51.37264467280745,43957099.557100005,38515491.80660051,39469173.1566427,17634300.0,20881191.80660051
134,526,15949887.037100516,1088627,2187355,51.37264467280745,43957099.557100005,38643732.06720051,39469173.1566427,17634300.0,21009432.06720051
135,527,15949887.037100516,1088627,2187355,51.37264467280745,43957099.557100005,39284824.507500514,39469173.1566427,17634300.0,21650524.507500514
136,528,17125906.23518542,1034196,2241786,51.37264467280745,45136657.4288,39537657.49238542,39537657.49238542,17634300.0,21903357.492385417
137,529,17125906.23518542,1034196,2241786,51.37264467280745,45136657.4288,39415932.62318542,39537657.49238542,17634300.0,21781632.62318542
138,530,18237046.85995442,982487,2293495,51.37264467280745,46251141.5058,39412589.17095442,39537657.49238542,17634300.0,21778289.17095442
139,531,19298404.67235402,933363,2342619,51.37264467280745,47315692.9726,39525034.236454025,39537657.49238542,17634300.0,21890734.236454025
140,532,18331568.60284002,978132,2342619,52.359123243184456,47315692.9726,39413247.59884002,39537657.49238542,17634300.0,21778947.59884002
141,533,19382477.407786023,929226,2391525,52.359123243184456,48369763.9906,39410085.38578603,39537657.49238542,17634300.0,21775785.385786027
142,534,18411432.366931625,974437,2391525,53.35365324071123,48369763.9906,39298684.349331625,39537657.49238542,17634300.0,21664384.349331625
143,535,19452643.712994024,925716,2440246,53.35365324071123,49414108.369799994,39295551.31619403,39537657.49238542,17634300.0,21661251.316194028
144,536,19452643.712994024,925716,2440246,53.35365324071123,49414108.369799994,39186501.971394025,39537657.49238542,17634300.0,21552201.971394025
145,537,18478076.268594027,971091,2440246,54.35523002393752,49414108.369799994,39293606.071794026,39537657.49238542,17634300.0,21659306.071794026
146,538,18478076.268594027,971091,2440246,54.35523002393752,49414108.369799994,40322962.53179403,40322962.53179403,17634300.0,22688662.531794026
147,539,19532821.341107026,922537,2488800,54.35523002393752,50472027.1988,39633518.76560703,40322962.53179403,17634300.0,21999218.76560703
148,540,18554231.377326224,966881,2488800,55.36531988029006,50472027.1988,39848915.209426224,40322962.53179403,17634300.0,22214615.209426224
149,541,18554231.377326224,966881,2488800,55.36531988029006,50472027.1988,39393417.570326224,40322962.53179403,17634300.0,21759117.570326224
150,542,19587385.896199822,918537,2537144,55.36531988029006,51508290.507599995,39276410.198599815,40322962.53179403,17634300.0,21642110.198599815
151,543,19587385.896199822,918537,2537144,55.36531988029006,51508290.507599995,39384613.85719982,40322962.53179403,17634300.0,21750313.857199818
152,544,20574259.444965824,872611,2583070,55.36531988029006,52498133.585599996,39381644.327965826,40322962.53179403,17634300.0,21747344.327965826
153,545,21511795.762795825,828981,2626700,55.36531988029006,53438490.9756,39378823.25579582,40322962.53179403,17634300.0,21744523.25579582
154,546,20434055.281690825,878346,2626700,56.589882071613296,53438490.9756,39571897.10269082,40322962.53179403,17634300.0,21937597.102690823
155,547,19410313.472866826,925750,2626700,57.69352604892899,53438490.9756,39363003.222866826,40322962.53179403,17634300.0,21728703.222866826
156,548,19410313.472866826,925750,2626700,57.69352604892899,53438490.9756,39363003.222866826,40322962.53179403,17634300.0,21728703.222866826
157,549,18437862.415792827,970779,2626700,58.693248989989726,53438490.9756,39361062.20279282,40322962.53179403,17634300.0,21726762.202792823
158,550,19480863.511250827,922241,2675238,58.693248989989726,54484630.489599995,39357923.784250826,40322962.53179403,17634300.0,21723623.784250826
159,551,20471733.891442828,876129,2721350,58.693248989989726,55478482.42559999,39354942.22844283,40322962.53179403,17634300.0,21720642.228442833
160,552,21459342.84675063,832323,2765156,58.693248989989726,56469063.122999996,40280579.61345063,40322962.53179403,17634300.0,22646279.61345063
161,553,22382919.293809827,790707,2806772,58.693248989989726,57395418.636599995,39983740.83100983,40322962.53179403,17634300.0,22349440.831009828
162,554,22382919.293809827,790707,2806772,58.693248989989726,57395418.636599995,39611238.76330982,40322962.53179403,17634300.0,21976938.76330982
163,555,23251029.918929324,751172,2846307,58.693248989989726,58266141.430099994,39794917.164129324,40322962.53179403,17634300.0,22160617.164129324
164,556,24066907.404480323,713614,2883865,58.693248989989726,59084473.9131,39615486.04348032,40322962.53179403,17634300.0,21981186.04348032
165,557,22861170.113621123,769142,2883865,60.257759352965614,59084473.9131,39529015.65302113,40322962.53179403,17634300.0,21894715.653021127
166,558,22861170.113621123,769142,2883865,60.257759352965614,59084473.9131,39710225.50822112,40322962.53179403,17634300.0,22075925.50822112
167,559,23701093.340983827,730685,2922322,60.257759352965614,59926924.492199995,39707698.15648383,40322962.53179403,17634300.0,22073398.15648383
168,560,23701093.340983827,730685,2922322,60.257759352965614,59926924.492199995,39707698.15648383,40322962.53179403,17634300.0,22073398.15648383
169,561,22513679.815406427,783904,2922322,61.769479459891976,59926924.492199995,39969105.35460643,40322962.53179403,17634300.0,22334805.354606427
170,562,22513679.815406427,783904,2922322,61.769479459891976,59926924.492199995,39874723.31300643,40322962.53179403,17634300.0,22240423.31300643
171,563,23374418.49690393,744709,2961517,61.769479459891976,60790253.15969999,39777751.28540393,40322962.53179403,17634300.0,22143451.28540393
172,564,24192114.75422143,707474,2998752,61.769479459891976,61610409.88719999,39775290.81522143,40322962.53179403,17634300.0,22140990.81522143
173,565,22980110.33622643,762389,2998752,63.35605173139642,61610409.88719999,39772871.644726425,40322962.53179403,17634300.0,22138571.644726425
174,566,21828810.23583403,814840,2998752,64.76614708287647,61610409.88719999,39678858.243834026,40322962.53179403,17634300.0,22044558.243834026
175,567,22718635.12903283,774098,3039494,64.76614708287647,62502912.28759999,39676180.73663283,40322962.53179403,17634300.0,22041880.73663283
176,568,23563949.121138435,735394,3078198,64.76614708287647,63350769.85239999,39673637.16393843,40322962.53179403,17634300.0,22039337.163938433
177,569,22383411.604229238,789177,3078198,66.25907091948093,63350769.85239999,39671280.80162924,40322962.53179403,17634300.0,22036980.801629238
178,570,22383411.604229238,789177,3078198,66.25907091948093,63350769.85239999,39481246.98002924,40322962.53179403,17634300.0,21846946.98002924
179,571,22383411.604229238,789177,3078198,66.25907091948093,63350769.85239999,39481246.98002924,40322962.53179403,17634300.0,21846946.98002924
180,572,22383411.604229238,789177,3078198,66.25907091948093,63350769.85239999,39481246.98002924,40322962.53179403,17634300.0,21846946.98002924
181,573,23235720.33736964,749719,3117656,66.25907091948093,64205643.20559999,39478682.35996964,40322962.53179403,17634300.0,21844382.35996964
182,574,24045411.47381264,712234,3155141,66.25907091948093,65017770.724599995,39476245.97741264,40322962.53179403,17634300.0,21841945.97741264
183,575,24823172.85694804,676623,3190752,66.25907091948093,65797872.41279999,39645411.61954804,40322962.53179403,17634300.0,22011111.619548038
184,576,23579553.55689604,733593,3190752,67.95093142796452,65797872.41279999,39561463.93629604,40322962.53179403,17634300.0,21927163.93629604
185,577,24376237.671021435,696914,3227431,67.95093142796452,66596953.77099999,39559066.69222143,40322962.53179403,17634300.0,21924766.692221433
186,578,23154991.311136633,753170,3227431,69.56916999614965,66596953.77099999,39472720.62913664,40322962.53179403,17634300.0,21838420.629136637
187,579,21994941.86337703,806607,3227431,71.0044835748813,66596953.77099999,39470405.16117703,40322962.53179403,17634300.0,21836105.16117703
188,580,20893006.687969033,857367,3227431,72.28717313956014,66596953.77099999,39468205.68976903,40322962.53179403,17634300.0,21833905.68976903
189,581,19846276.81498543,905584,3227431,73.44072774277751,66596953.77099999,39466116.40858543,40322962.53179403,17634300.0,21831816.40858543
190,582,20829756.73547083,860305,3272710,73.44072774277751,67583393.00919999,39572189.40447083,40322962.53179403,17634300.0,21937889.40447083
191,583,19786196.33718403,908376,3272710,74.58725455920595,67583393.00919999,39466525.727584034,40322962.53179403,17634300.0,21832225.727584034
192,584,20767243.47697243,862958,3318128,74.58725455920595,68567392.14639999,39463573.73017243,40322962.53179403,17634300.0,21829273.730172433
193,585,20767243.47697243,862958,3318128,74.58725455920595,68567392.14639999,39359759.88277243,40322962.53179403,17634300.0,21725459.88277243
194,586,19726818.69530143,911423,3318128,75.72651490868144,68567392.14639999,39253783.043401435,40322962.53179403,17634300.0,21619483.043401435
195,587,19726818.69530143,911423,3318128,75.72651490868144,68567392.14639999,39034403.52730143,40322962.53179403,17634300.0,21400103.52730143
196,588,18738519.00122143,957983,3318128,76.7561021142999,68567392.14639999,39032430.87322143,40322962.53179403,17634300.0,21398130.873221427
197,589,18738519.00122143,957983,3318128,76.7561021142999,68567392.14639999,38917089.72002143,40322962.53179403,17634300.0,21282789.720021427
198,590,17799721.59841003,1001714,3318128,77.69142253080601,68567392.14639999,39261143.534210026,40322962.53179403,17634300.0,21626843.534210026
199,591,18857539.23649003,951629,3368213,77.69142253080601,69628392.78639999,39016847.97249003,40322962.53179403,17634300.0,21382547.972490028
200,592,19856759.70663523,904048,3415794,77.69142253080601,70630619.938,38899265.15943523,40322962.53179403,17634300.0,21264965.159435228
201,593,18861938.162891228,951728,3415794,78.7346154094436,70630619.938,38679675.13409123,40322962.53179403,17634300.0,21045375.13409123
202,594,18861938.162891228,951728,3415794,78.7346154094436,70630619.938,38908756.06369123,40322962.53179403,17634300.0,21274456.06369123
203,595,19855556.213069826,904142,3463380,78.7346154094436,71627227.81179999,38791273.36166982,40322962.53179403,17634300.0,21156973.361669824
204,596,20804921.711774223,858935,3508587,78.7346154094436,72579449.97699998,38897184.977774225,40322962.53179403,17634300.0,21262884.977774225
205,597,19762615.374002222,908320,3508587,79.87983503028208,72579449.97699998,38895104.52600223,40322962.53179403,17634300.0,21260804.52600223
206,598,20705471.121923022,862904,3554003,79.87983503028208,73525142.80339998,38673634.82352302,40322962.53179403,17634300.0,21039334.823523022
207,599,21606359.004387524,819759,3597148,79.87983503028208,74428741.48189998,38774817.66908753,40322962.53179403,17634300.0,21140517.66908753
208,600,20523900.553677525,871941,3597148,81.11879254575618,74428741.48189998,38575259.106177524,40322962.53179403,17634300.0,20940959.106177524
209,601,20523900.553677525,871941,3597148,81.11879254575618,74428741.48189998,38680240.802577525,40322962.53179403,17634300.0,21045940.802577525
210,602,20523900.553677525,871941,3597148,81.11879254575618,74428741.48189998,38575259.106177524,40322962.53179403,17634300.0,20940959.106177524
211,603,20523900.553677525,871941,3597148,81.11879254575618,74428741.48189998,38575259.106177524,40322962.53179403,17634300.0,20940959.106177524
212,604,20523900.553677525,871941,3597148,81.11879254575618,74428741.48189998,38470364.60387753,40322962.53179403,17634300.0,20836064.60387753
213,605,21423759.745500028,828344,3640745,81.11879254575618,75331308.37439997,38572551.405500025,40322962.53179403,17634300.0,20938251.405500025
214,606,21423759.745500028,828344,3640745,81.11879254575618,75331308.37439997,38572551.405500025,40322962.53179403,17634300.0,20938251.405500025
